HEORG_REFNO,HealthOrg_Description,Postal_Address,Postal_Suburb,Postal_State,Postal_Postcode,Fax,Phone,Work_Phone,Mobile_Phone,Email
60667,Neurological Rehabilitation Group - Mount Waverley,205 211 Forster Road,MOUNT WAVERLEY,VIC,3149,03 9803 7766,03 9803 7755,NULL,NULL,physio@neurorehab.com.au
67905,Neurological Rehabilitation Group - St Kilda,201 FITZROY STREET,ST KILDA,VIC,3182,03 9803 7766,03 9803 7755,NULL,NULL,physio@neurorehab.com.au
68999,Neurological Rehabilitation Group - Templestowe,1 Hawtin Street,TEMPLESTOWE,VIC,3106,03 9803 7766,03 9803 7755,NULL,NULL,physio@neurorehab.com.au
61947,Neurological Surgery Victoria,"Level 4 Suite 4, 517 St Kilda Road",MELBOURNE,VIC,3004,03 9867 5417,03 9867 1513,NULL,NULL,info@nsvic.com.au
33473,Neurology Network,"Level 1 Suite 3, 517 St Kilda Road",MELBOURNE,VIC,3004,03 8679 3341,03 9500 8366,NULL,NULL,NULL
32090,Neurology Network Melbourne,"Suite 1, Level 4 55 Victoria Parade",Fitzroy,VIC,3065,8679 3341,9500 8366,NULL,NULL,NULL
53391,Neurology Network Melbourne,"Level 1, Suite 103A, 230 Cooper St",Epping,VIC,3076,8679 3341,9500 8366,NULL,NULL,NULL
40870,Neurology Network Melbourne,"Suite 2, Level 2, 116 - 118 Thames Street",Box Hill,VIC,3128,8679 3341,9500 8366,NULL,NULL,NULL
61716,Neurology Network Melbourne - Box Hill,"Suite 2, 116-118 Thames Street",BOX HILL,VIC,3128,03 8679 3341,03 9500 8366,NULL,NULL,reception@neurologynetwork.com.au
60671,Neurology Network Melbourne - Fitzroy,"Level 4 Suite 1, 55 Victoria Parade",FITZROY,VIC,3065,03 8679 3341,03 9500 8366,NULL,NULL,reception@neurologynetwork.com.au
60879,Neurology Network Melbourne - Wantirna,"Suite 3A, 262 Mountain Highway",WANTIRNA,VIC,3152,03 8679 3341,03 9500 8366,NULL,NULL,reception@neurologynetwork.com.au
46151,Neurology Victoria,"Suite 1 Level 2, 171 VICTORIA PARADE",FITZROY,VIC,3065,03 8672 7721,03 9017 4001,NULL,NULL,NULL
61312,NeuroRehab Allied Health Network - Deer Park,3 Canterbury Street,DEER PARK,VIC,3023,03 7379 1999,03 7379 1900,NULL,NULL,mail@nrah.com.au
60756,NeuroRehab Allied Health Network - Thomastown,"NeuroRehab Allied Health Network, 76 Mahoneys Road",THOMASTOWN,VIC,3074,0394682523,0394622585,NULL,NULL,mail@nrah.com.au
66834,NeuroRehab Allied Health Network - Werribee,"Level 1 , 236 Hoppers Lane",WERRIBEE,VIC,3030,03 9468 2523,03 8742 1232,NULL,NULL,mail@nrah.com.au
19442,Neurosciences Austin Hospital,P.O. Box 5555,Heidelberg,VIC,3084,9496 4065,9496 2845,NULL,NULL,NULL
60980,Neurosurgery Tasmania,"Montagu House - Calvary Hospital, 49 Augusta Road",LENAH VALLEY,TAS,7008,03 6228 6550,03 6228 6966,NULL,NULL,info@neurosurgerytasmania.com.au
47731,New Age Dental,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37330,New Aged Care,63 Urquhart Street,WOODEND,VIC,3442,03 5427 1409,03 5427 2002,NULL,NULL,enquiries@newagedcare.com.au
50430,New Beginnings Counselling Service - Box Hill South,245 Middleborough Road,BOX HILL SOUTH,VIC,3128,NULL,03 9808 2234,NULL,NULL,kat163@bigpond.net.au
63783,New Gisborne Dental House,191A STATION ROAD,NEW GISBORNE,VIC,3438,NULL,03 5414 2844,NULL,NULL,info@newgisbornedentalhouse.com.au
56930,New Hope Medical,522 Middleborough Road,Blackburn,VIC,3130,9923 6656,9066 1145,NULL,NULL,NULL
65460,New Life Counselling and Training,"Suite 4, 19 Penola Road",MOUNT GAMBIER,SA,5290,08 8725 3552,08 8725 3542,NULL,NULL,NULL
67582,New Life Medical,149 Berringa Road,PARK ORCHARDS,VIC,3114,03 9812 2794,0437 892 211,NULL,NULL,newlifemed@bigpond.com
10209,New Life Medical Centre,71 Police Road,MULGRAVE,VIC,3170,03 9547 1819,03 9547 1223,NULL,NULL,inactive@hts.invalid
69181,New Life Psychology,"Level 2, 37 Bemersyde Drive",BERWICK,VIC,3806,03 9702 2833,03 9702 2822,NULL,NULL,newlifepsychology@gmail.com
9185,New Mildura Base Hospital,"231 - 237, 13Th Street",Mildura,VIC,3500,NULL,03 5022 3333,NULL,NULL,NULL
65032,New Millennium Dental,516 Centre Road,BENTLEIGH,VIC,3204,03 9557 0900,03 9557 0957,NULL,NULL,info@nmdental.com.au
60364,New Street Medical Centre,393 New Street,BRIGHTON,VIC,3186,03 9596 8490,03 9595 9777,NULL,NULL,nsmc@newstreet.com.au
68246,New Town Central Medical Centre,127 New Town Road,NEW TOWN,TAS,7008,03 6228 0840,03 6228 7285,NULL,NULL,NULL
68398,New Town Chiropractic,198 New Town Road,NEW TOWN,TAS,7008,NULL,03 6228 4555,NULL,NULL,NULL
65426,New Town Osteopathy,67 Pedder Street,NEW TOWN,TAS,7008,03 6278 7757,03 6278 7717,NULL,NULL,stuartdavis@iinet.net.au
66592,NEW TOWN PODIATRY,210 New Town Road,NEW TOWN,TAS,7008,03 6278 3575,03 6278 3570,NULL,NULL,newtownpodiatry@internode.on.net
62807,New Town Psychology Practice,160 New Town Road,NEW TOWN,TAS,7008,03 6228 3661,03 6228 3868,NULL,NULL,NULL
72692,New Town Skin Cancer Clinic,137 Main Road,NEW TOWN,TAS,7008,03 6228 0118,03 6228 0041,NULL,NULL,reception@newtownskin.com.au
61120,New View Psychology,70A Bulla Road,ESSENDON,VIC,3040,03 9374 4373,1300 830 687,NULL,NULL,nvpadmin@newviewpsychology.com.au
62131,New View Psychology - Moonee Ponds,852 Mount Alexander Road,MOONEE PONDS,VIC,3039,03 9374 4373,03 9374 1197,NULL,NULL,nvpadmin@newviewpsychology.com.au
65266,New View Psychology Essendon,70A Bulla Road,STRATHMORE,VIC,3041,03 9374 4373,1300 830 687,NULL,NULL,nvpadmin@newviewpsychology.com.au
69294,New View Psychology Moonee Ponds,852 Mt Alexander Road,MOONEE PONDS,VIC,3039,03 9374 4373,1300 830 687,NULL,NULL,nvpadmin@newviewpsychology.com.au
63450,New View Psychology Roxburgh Park,Cnr. Ravenhill Blvd & Roxburgh Park Drive,ROXBURGH PARK,VIC,3064,03 9374 4373,1300 830 687,NULL,NULL,nvpadmin@newviewpsychology.com.au
60577,Newbay Medical Clinic,99 BAY STREET,BRIGHTON,VIC,3186,03 7068 5073,03 9521 5378,NULL,NULL,admin@newbaymedical.com.au
62467,Newborough Health,41 Monash Road,NEWBOROUGH,VIC,3825,03 5126 1387,03 5127 2700,NULL,NULL,manager@newbhealth.net
14563,NEWBOROUGH VILLAGE MED CT,NEWBOROUGH VILLAGE MED CT 30 MONASH ROAD,NEWBOROUGH,VIC,3825,5126 2251,5126 2266,NULL,NULL,NULL
51111,Newcastle Medical,720 Main Road,Edgeworth,NSW,2285,02 4037 0925,02 4954 3222,NULL,NULL,NULL
68751,NewChoices - Elizabeth Street,436 Elizabeth Street,NORTH HOBART,TAS,7000,NULL,03 6229 2111,NULL,NULL,NULL
68007,Newchoices - Ferguson Court,13 Ferguson Court,KINGSTON,TAS,7050,NULL,03 6229 2111,NULL,NULL,phamer1@bigpond.net.au
62010,NewChoices - John Street,"Shop 4, 7 John Street",KINGSTON,TAS,7050,NULL,03 6229 2111,NULL,NULL,NULL
27130,Newcomb Central Medical Centre,"Shop 36, 71 Bellarine Highway",NEWCOMB,VIC,3219,03 5248 6589,03 5248 2750,NULL,NULL,admin@newcombcentralmedical.com.au
46710,Newcomb Women and Childrens Medical Centre,52 Bellarine Hwy,Newcomb,VIC,3219,5248 2741,5248 1337,NULL,NULL,NULL
64169,Newcomb Women and Children's Medical Centre,52 Bellarine Highway,NEWCOMB,VIC,3219,03 5248 2741,03 5248 1337,NULL,NULL,admin@newcombwomenandchildren.com
60777,Newdegate Street Health Centre,"Newdegate St Health Centre, 107 Newdegate Street",WEST HOBART,TAS,7000,03 6236 9442,03 6231 4109,NULL,NULL,NULL
69670,Newhaven Medical Clinic,"UNIT 5, 8-10 FORREST AVENUE",NEWHAVEN,VIC,3925,0356437000,0359266910,NULL,NULL,wmgnreception@wonthaggimedical.com.au
72955,NewHope Community Care,522 Middleborough Road,BLACKBURN NORTH,VIC,3130,03 9898 0385,03 9897 3288,NULL,NULL,nhcc@newhope.net.au
69518,Newport Chiropractic & Natural Therapies,76 Hudsons Road,SPOTSWOOD,VIC,3015,NULL,03 9391 7302,NULL,NULL,prgoebel@bigpond.net.au
61128,Newport Denture Clinic,342 Melbourne Road,NEWPORT,VIC,3015,NULL,03 9391 9999,NULL,NULL,newportdentureclinic@hotmail.com
65758,Newport Health and Wellbeing,35 Challis Street,NEWPORT,VIC,3015,03 8672 3336,0425 788 001,NULL,NULL,info@newporthealthandwellbeing.com.au
60691,Newport Specialised Therapies,423 Melbourne Road,NEWPORT,VIC,3015,.,03 9327 2566,NULL,NULL,info@newportspecialisedtherapies.com.au
62139,Newquay Dental Cosmetics,19 Aquitania Way,DOCKLANDS,VIC,3008,03 9602 5589,03 9602 5587,NULL,NULL,NULL
36550,Newstead Medical,165 Elphin Road,NEWSTEAD,TAS,7250,03 6334 2105,03 6331 1088,NULL,NULL,NULL
72738,Newstead Medical - Urgent Care Centre,165 ELPHIN ROAD,NEWSTEAD,TAS,7250,NULL,03 6338 9898,NULL,NULL,NULL
67772,Newton Street Physiotherapy,44 Newton Street,SURREY HILLS,VIC,3127,03 9833 3626,0421 521 078,NULL,NULL,NULL
16649,Newtown Medical Centre,311 Pakington Street,NEWTOWN,VIC,3220,0352231706,0352215044,NULL,NULL,reception@newtownmc.com.au
64023,Newtown Physiotherapy & Pilates,321 Pakington Street,NEWTOWN,VIC,3220,03 5222 7605,03 5221 0555,NULL,NULL,NULL
69394,Newvision Clinics,160 Victoria Parade,EAST MELBOURNE,VIC,3002,03 9585 0995,1800 202 020,NULL,NULL,laser@newvisionclinics.com.au
48031,Next Practice Prahran,100 Greville St,PRAHRAN,VIC,3181,0390677401,0390677400,NULL,NULL,prahran@nextpracticehealth.com
70111,Nexus Broadford GP Clinic,72 Ferguson Street,Broadford,VIC,3658,03 5783 0055,1300 773 352,NULL,NULL,NULL
63206,Nexus Cardiology,1156 Padman Drive,WEST ALBURY,NSW,2640,02 6057 0321,02 6057 0300,NULL,NULL,NULL
30429,Nexus GP SuperClinic Wallan,7-11 High Street,WALLAN,VIC,3756,03 5783 0055,1300 773 352,NULL,NULL,serviceaccess@nexusprimaryhealth.org.au
31289,Nexus Medical Specialists,1156 Padman Drive,Albury,NSW,2640,02 6057 0321,02 6057 0333,NULL,NULL,NULL
53170,Nexus Primary Health,72 Ferguson Street,BROADFORD,VIC,3658,03 5784 5525,1300 773 352,NULL,NULL,serviceaccess@nexusprimaryhealth.org.au
63059,Nexus Primary Health - GP Clinic Broadford,72 FERGUSON STREET,BROADFORD,VIC,3658,5783 0055,1300 773 352,NULL,NULL,info@nexusprimaryhealth.org.au
68290,Nexus Psychology - Carnegie,315A Neerim Road,CARNEGIE,VIC,3163,03 8677 9998,03 9500 0751,NULL,NULL,intake@nexuspsychology.com.au
66976,Nexus Psychology Services,"Chapel Gate Medical Centre, 6-10 Chapel Street",WINDSOR,VIC,3181,03 8677 9998,03 9500 0751,NULL,NULL,intake@nexuspsychology.com.au
68286,NGI Consulting - Mill Park,250A Childs Road,MILL PARK,VIC,3082,03 9421 0927,0418 399 202,NULL,NULL,ngrace@iprimus.com.au
9528,Ngwala Willumbong Co-operative Ltd,93 Wellington Street,WINDSOR,VIC,3181,(03) 9510 6288,(03) 9510 3233,NULL,NULL,NULL
16655,NHILL MEDICAL CLINIC,36 MACPHERSON STREET,NHILL,VIC,3418,5391 1107,5391 1933,NULL,NULL,NULL
69171,Nia Chiropractic,26 Hobson Street,GREENSBOROUGH,VIC,3088,03 8612 4929,03 9435 5747,NULL,NULL,NULL
61838,NIB Dental Care Centre - Melbourne,"Level 1, 356 Collins Street",MELBOURNE,VIC,3000,03 9679 8899,1300 345 300,NULL,NULL,NULL
61940,NIB Eye Care Centre,356 Collins Street,MELBOURNE,VIC,3000,03 9670 0705,03 9600 4333,NULL,NULL,melbourne@nibeyecare.com.au
9772,NIB Health Benefits Limited,Locked Bag 2010,Newcastle,NSW,2300,(02) 4925 3201,(02) 4921 2400,NULL,NULL,NULL
39990,Niche Plastic Surgery,15 Princess Street,KEW,VIC,3101,9853 7187,03 9853 9705,NULL,NULL,info@nicheplasticsurgery.com.au
74435,Nicholas Petersen Hearing and Ear Care,"Unit 2, 11 Railway Grove",MORNINGTON,VIC,3931,NULL,0436 365 294,NULL,NULL,info@nphearing.com.au
60896,Nicholson Health & Wellness,720 Nicholson Street,FITZROY NORTH,VIC,3068,03 9486 4122,03 9486 4111,NULL,NULL,reception@nicholsonhealthandwellness.com.au
64786,Nick Antoniou Hand Therapy - Werribee,"Wyndham Specialist Care Centre, 289 Princes Highway",WERRIBEE,VIC,3030,1300 914 342,1300 914 341,NULL,NULL,admin@nickantoniouhandtherapy.com.au
66300,Nick Antoniou Hand Therapy (CBD),"Specialists on Collins, Level 4, 250 Collins Street",MELBOURNE,VIC,3000,1300 914 342,1300 914 341,NULL,NULL,admin@nickantoniouhandtherapy.com.au
26129,Nick Klidis Optometrists,453 High Street,Preston,VIC,3072,9470 3987,9470 4444,NULL,NULL,NULL
16657,NIDDRIE CLINIC,10 CARRINGTON ROAD,NIDDRIE,VIC,3042,9374 1693,9379 5762,NULL,NULL,NULL
65135,Niddrie Clinic,10 Carrington Road,NIDDRIE,VIC,3042,03 9374 1693,03 9379 5762,NULL,NULL,niddrieclinic@gmail.com
72798,Niddrie GP Specialist Clinic,51 Hoffmans Road,NIDDRIE,VIC,3042,0399997973,0399997972,NULL,NULL,reception@niddriegpspecialist.com.au
61351,Niddrie Medical,27 Ross Street,NIDDRIE,VIC,3042,0393791211,0393798844,NULL,NULL,reception@nmed.com.au
14758,Niddrie Medical Centre,27 Ross Street,Niddrie,VIC,3042,9379 1211,9379 8844,NULL,NULL,NULL
68447,Niddrie Natural Remedies,72 GREENVALE GARDENS BOULEVARD,GREENVALE,VIC,3059,03 9337 8844,03 9337 0557,NULL,NULL,NULL
68539,Niddrie Podiatry Clinic,"Shop 10, 344-346 KEILOR ROAD",NIDDRIE,VIC,3042,03 9958 8803,03 9379 8243,NULL,NULL,niddriepodiatryclinic@gmail.com
67017,Nigel Hartnett Knee Surgeon,34 BELL STREET,HEIDELBERG HEIGHTS,VIC,3081,03 9471 0006,03 9471 1268,NULL,NULL,NULL
16659,Nightingale Clinic,6 Neill Street,Maryborough,VIC,3465,5460 4477,5460 4466,NULL,NULL,NULL
60352,Nightingale Clinic,6 Neill Street,MARYBOROUGH,VIC,3465,0354604477,0354604466,NULL,NULL,medical@nightingaleclinic.net.au
32150,NIIM Wellness Clinic,"Level 2, 21 Burwood Road",Hawthorn,VIC,3122,9804 0513,9804 0646,NULL,NULL,NULL
9529,Nillumbik Community Health Service,917 Main Road,ELTHAM,VIC,3095,NULL,(03) 9431 1333,NULL,NULL,NULL
37470,Nillumbik Medical Centre,1078 Main Road,ELTHAM,VIC,3095,03 9439 3788,03 9430 8888,NULL,NULL,nmcreception@lifelonghealthcare.com.au
10321,Nillumbik Medical Centre,1078 Main Road,Eltham,VIC,3095,9439 3788,9430 8888,NULL,NULL,NULL
67464,Nillumbik Physiotherapy,102 Main Hurstbridge Road,DIAMOND CREEK,VIC,3089,03 9438 6791,03 9438 1196,NULL,NULL,NULL
18979,Nillumbik Shire Council,Civic Drive,Greensborough,VIC,3088,NULL,03 9433 3111,NULL,NULL,NULL
73608,NILLUMBIK SHIRE COUNCIL,44 Civic Drive,GREENSBOROUGH,VIC,3088,03 9433 3777,03 9433 3111,NULL,NULL,nillumbik@nillumbik.vic.gov.au
18584,Nirvana Aged Care Facility,78 Nirvana Ave,East Malvern,VIC,3145,NULL,9571 2000,NULL,NULL,NULL
49231,Nisa Medical,50 Arena Avenue,ROXBURGH PARK,VIC,3064,03 8339 2637,03 8339 2797,NULL,NULL,info@nisamedical.com.au
19602,Nitai Medical & Cosmetic Centre,64 LINCOLN ROAD,ESSENDON,VIC,3040,03 7032 2080,03 9300 1244,NULL,NULL,admin@nitai.com.au
18585,Nixon House Hostel,27 Chute St,Mordialloc,VIC,3195,NULL,9580 4902,NULL,NULL,NULL
66471,Nixon Podiatry,116 Nixon Street,SHEPPARTON,VIC,3630,03 5831 3674,03 5831 3169,NULL,NULL,nixonpodiatry@gmail.com
20162,Nixon Street Medical Centre,46 Wyndham Street,SHEPPARTON,VIC,3630,03 5822 1266,03 5822 1000,NULL,NULL,reception@nixonmedical.com.au
29449,Njernda Aboriginal Corporation Medical Centre,84 Hare Street,ECHUCA,VIC,3564,03 5480 6116,03 5481 0600,NULL,NULL,handyj@njernda.com.au
68808,NJF Wellness - Grovedale,40 Essington Street,GROVEDALE,VIC,3216,03 8677 2940,1300 890 507,NULL,NULL,admin@njfwellness.com.au
64544,NJF Wellness Centres - Devonport,13 MacFie Street,DEVONPORT,TAS,7310,03 8677 2940,0458 602 402,NULL,NULL,jenna@njfwellness.com.au
17413,No GP Practice,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73282,Noah's Ark - Hoppers Crossing,35 Powell Street,HOPPERS CROSSING,VIC,3029,03 8742 9787,1800 819 140,NULL,NULL,hello@noahsarkinc.org.au
18586,Noble Gardens Residential Aged Care,55 Thomas St,Noble Park,VIC,3174,9548 5977,9548 5177,NULL,NULL,NULL
49930,Noble Medical Clinic,11 ALLAN STREET,NOBLE PARK,VIC,3174,03 9512 4370,03 9548 0666,NULL,NULL,reception@noblemedicalclinic.com.au
67167,Noble Optometrists,1A Leonard Avenue,NOBLE PARK,VIC,3174,03 9548 4890,03 9547 5711,NULL,NULL,NULL
69407,Noble Park Dental Surgery,25 Buckley Street,NOBLE PARK,VIC,3174,NULL,03 9546 2548,NULL,NULL,NULL
9278,Noble Park Endoscopy Centre,1304 Heatherton Road,Noble Park,VIC,3174,NULL,03 9706 9833,NULL,NULL,NULL
65281,Noble Park Endoscopy Centre,1304 Heatherton Road,NOBLE PARK,VIC,3174,03 9706 9571,03 9706 9833,NULL,NULL,npec@bigpond.com
12746,NOBLE PARK MEDICAL CENTRE,NOBLE PARK MEDICAL CENTRE 1098 HEATHERTON ROAD,NOBLE PARK,VIC,3174,9546 9116,9546 9477,NULL,NULL,NULL
63249,Noble Park Podiatry,1133 Heatherton Road,NOBLE PARK,VIC,3174,03 9546 7781,03 9547 1666,NULL,NULL,jydpod@optusnet.com.au
72936,Noel Miller Centre,9 Kent Street,GLEN IRIS,VIC,3146,03 98352444,03 98352333,NULL,NULL,enquiries@mecawacare.org.au
18587,Noel Miller Centre,9-15 Kent St,Glen Iris,VIC,3146,9835 2444,9835 2333,NULL,NULL,NULL
47710,Noogal Clinic,16 - 20 Oleander Drive,Mill Park,VIC,3082,8468 3801,8468 3800,NULL,NULL,NULL
61926,Norlane Dental Aesthetics and Implants,21 PRINCES HIGHWAY,NORLANE,VIC,3214,03 5278 2632,03 5278 2666,NULL,NULL,info@norlanedental.com.au
13978,Norlane Medical Centre,49 Princes Highway,NORLANE,VIC,3214,03 5272 2169,03 5278 1723,NULL,NULL,nmc2244@gmail.com
61473,Norman Russo Optometrists,165 Lonsdale Street,DANDENONG,VIC,3175,03 9791 9090,03 9792 3077,NULL,NULL,optoms@russooptometry.com.au
65465,Normanby Physiotherapy,"Unit 1, 79-80 BEACH ROAD",SANDRINGHAM,VIC,3191,03 9592 9612,03 9592 8677,NULL,NULL,info@normanbyphysio.com.au
65026,Norparrin-A program of Melbourne City Mission,152 Mill Park Drive,MILL PARK,VIC,3082,NULL,03 94076400,NULL,NULL,norparrin_inquiries@mcm.org.au
65590,North Balwyn Dental,"Level 1, 60 Doncaster Road",BALWYN NORTH,VIC,3104,NULL,03 9859 1022,NULL,NULL,reception@northbalwyndental.com.au
64983,North Balwyn Eye Clinic and Laser Centre,1 Ellsa Street,BALWYN NORTH,VIC,3104,03 9816 3176,03 9857 8227,NULL,NULL,info@eyesurgeon.com.au
14878,NORTH BALWYN FAM MED CTR,North Balwyn Fam Med Ctr 4 Belmore Road,Balwyn North,VIC,3104,9819 7764,9859 4188,NULL,NULL,NULL
69012,North Balwyn Family Dental,252 Doncaster Road,BALWYN NORTH,VIC,3104,03 9857 7259,03 9857 8944,NULL,NULL,practicedental@y7mail.com
16677,North Balwyn Health Care Centre,250 Doncaster Road,BALWYN NORTH,VIC,3104,03 9816 3451,03 9857 5559,NULL,NULL,hc.northbalwyn@bupa.com.au
61390,North Balwyn Osteopathic Clinic,59A Doncaster Road,BALWYN NORTH,VIC,3104,03 9859 0854,03 9859 9399,NULL,NULL,nbosteo2@tpg.com.au
45370,North Balwyn Physiotherapy Clinic,North Balwyn Physiotherapy Clinic 56 Doncaster Road,Balwyn North,VIC,3104,9859 9121,9859 8792,NULL,NULL,NULL
16678,North Blackburn Square Clinic,117 Springfield Road,BLACKBURN NORTH,VIC,3130,03 9894 8082,03 9878 3100,NULL,NULL,practicemanager@nbsclinic.com.au
62332,North Brighton Medical,75 Asling Street,BRIGHTON,VIC,3186,0395961859,0385069949,NULL,NULL,info@northbrightonmedical.com.au
61547,North Carlton Osteopathy,930 Lygon Street,CARLTON NORTH,VIC,3054,03 9381 2178,03 9380 4626,NULL,NULL,admin@northcarltonosteopathy.com.au
14703,NORTH CAULFIELD MED CTR,"NORTH CAULFIELD MED CTR SUITE 2, 115 HAWTHORN ROA",CAULFIELD NORTH,VIC,3161,9523 6111,9523 6111,NULL,NULL,NULL
63232,North Caulfield Medical Centre,"Suite 2, 115 Hawthorn Road",CAULFIELD NORTH,VIC,3161,03 9523 6113,03 9523 6111,NULL,NULL,ncmedcentre@hotmail.com
32530,North Coburg Medical Centre,"Level 1, 11 Orvieto Street",COBURG NORTH,VIC,3058,03 9354 6596,03 9354 1186,NULL,NULL,reception@northcoburgmedicalcentre.com.au
37530,North Dandenong Clinic,62 Gladstone Road,DANDENONG NORTH,VIC,3175,9793 5993,03 9793 5395,NULL,NULL,staff@northdandenongclinic.com.au
67768,North East Child And Adolescent Mental Health Service (NECAMHS) - Wodonga,"Rear, Ground Floor  Suite 4, 155 High Street",WODONGA,VIC,3690,02 60517922,02 6051 7900,NULL,NULL,necamhs@wrhs.org.au
19221,North East Community Mental Health Service,77 Hawdon St,Heidelberg,VIC,3084,03 9450 9020,03 9450 9000,NULL,NULL,NULL
63976,North East Community Mental Health Service,77 Hawdon Street,HEIDELBERG,VIC,3084,03 9450 9020,03 9450 9000,NULL,NULL,NULL
60368,North East Family Medicine,"Suite 1, 90-100 Ovens Street",WANGARATTA,VIC,3677,03 5723 5455,03 5723 5400,NULL,NULL,admin@northeastfamilymedicine.com.au
60250,North East Family Medicine,"Suite 1, Grd Fl, 90 - 100 Ovens St",Wangaratta,VIC,3677,5723 5455,5723 5400,NULL,NULL,NULL
66311,North East Gynaecology,63 Green Street,WANGARATTA,VIC,3677,NULL,03 5722 1055,NULL,NULL,admin@negyn.com.au
43390,North East Health Wangaratta,35 - 47 Green Street (Po Box 386),Wangaratta,VIC,3677,NULL,5722 5111,NULL,NULL,NULL
63395,North East Life Benalla,39 Nunn Street,BENALLA,VIC,3672,03 5762 6860,03 5762 6866,NULL,NULL,benalla@nelife.com.au
61426,North East Life Wangaratta,10 Chisholm Street,WANGARATTA,VIC,3677,03 5722 1093,03 5722 1424,NULL,NULL,wangaratta@nelife.com.au
60382,North East Life Yarrawonga,24 Belmore Street,YARRAWONGA,VIC,3730,03 5743 3151,03 5743 1142,NULL,NULL,yarrawonga@nelife.com.au
66978,North East Nutrition - Daniel Thomson,Confidential address,YARRAWONGA,VIC,3730,NULL,0408 952 750,NULL,NULL,barefootdietitian@gmail.com
61832,North East Podiatry - Benalla,67-69 Bridge Street E,BENALLA,VIC,3672,03 5762 2283,03 5762 2283,NULL,NULL,admin@northeastpodiatry.com.au
60626,North East Podiatry - Wangaratta,2 GREEN STREET,WANGARATTA,VIC,3677,03 5721 2695,03 5721 2533,NULL,NULL,admin@northeastpodiatry.com.au
68252,North East Podiatry - Yarrawonga,19 Hume Street,YARRAWONGA,VIC,3730,NULL,03 5721 2621,NULL,NULL,admin@northeastpodiatry.com.au
44711,North East Rheumatology,52 Mount Street,HEIDELBERG,VIC,3084,03 9457 4757,03 9459 8622,NULL,NULL,info@nerheumatology.com.au
65997,North East Therapy - Physiotherapy and Ergonomics Consultancy,104 Liberty Parade,BELLFIELD,VIC,3081,NULL,03 9497 2990,NULL,NULL,info@netherapy.com.au
9305,North Eastern Rehabilitation Centre,134-142 Ford Street,Ivanhoe,VIC,3079,NULL,03 9497 1833,NULL,NULL,NULL
62513,North Eastern Rehabilitation Centre - Ivanhoe,"North Eastern Rehabiliation Centre, 134 Ford Street",IVANHOE,VIC,3079,03 9474 8886,03 9474 8900,NULL,NULL,NULL
63118,North Eastern Surgery - Wangaratta,43 Docker Street,WANGARATTA,VIC,3677,03 5721 9744,03 5721 4366,NULL,NULL,NULL
37850,North Eastern Urology,11 MARTIN STREET,HEIDELBERG,VIC,3084,03 9457 5773,03 9457 4445,NULL,NULL,NULL
66282,North Eltham Chiropractic Clinic,1165 Main Road,ELTHAM,VIC,3095,03 9431 3313,03 9431 3502,NULL,NULL,NULL
10964,North Eltham Medical Centre,1170 Main Road,Eltham North,VIC,3095,9439 3662,9439 2222,NULL,NULL,NULL
61392,North Fawkner Family Clinic,88 Anderson Road,FAWKNER,VIC,3060,03 9357 2043,03 9357 1995,NULL,NULL,northfawknerfamilyclinic@westnet.com.au
13045,North Fawkner Family Clinic,88 Anderson Road,Fawkner,VIC,3060,9357 2043,9357 1995,NULL,NULL,NULL
66071,North Fawkner Family Clinic,88 Anderson Road,FAWKNER,VIC,3060,03 9357 2043,03 9357 1995,NULL,NULL,NULL
38590,North Fitzroy Specialist Medical Centre,544 Brunswick Street,North Fitzroy,VIC,3068,9481 8483,9481 0600,NULL,NULL,NULL
54930,North Geelong Medical Clinic,75 Separation Street,NORTH GEELONG,VIC,3215,03 5234 4827,03 5234 4828,NULL,NULL,inactive@hts.invalid
62892,North Hobart Dental,273 ELIZABETH STREET,NORTH HOBART,TAS,7000,03 6234 9355,03 6234 9322,NULL,NULL,NULL
67885,North Hobart Osteopathy,385 Argyle Street,NORTH HOBART,TAS,7000,03 6234 5514,03 6234 5510,NULL,NULL,osteopam@bigpond.com
63179,North Melbourne Chiropractic Centre,"Suite 1, 508 Queensberry Street",NORTH MELBOURNE,VIC,3051,03 9328 8711,03 9328 8200,NULL,NULL,northmelbchiro@optusnet.com.au
68533,North Melbourne Dental,91 Errol Street,NORTH MELBOURNE,VIC,3051,03 9329 5077,03 9328 1477,NULL,NULL,info@northmelbournedental.com.au
73457,North Melbourne ENT,"Suite 100, 30 Wreckyn Street",NORTH MELBOURNE,VIC,3051,03 9078 8105,03 9078 8074,NULL,NULL,nmentfrontdesk@gmail.com
12933,North Melbourne Family Medical Centre,452 Victoria Street,North Melbourne,VIC,3051,9372 1558,9376 0523,NULL,NULL,NULL
68073,North Melbourne Physiotherapy Clinic,44 Villiers Street,NORTH MELBOURNE,VIC,3051,03 9328 4967,03 9328 2371,NULL,NULL,markbackway@bigpond.com
68595,North Melbourne Podiatry,283 Victoria Street,WEST MELBOURNE,VIC,3003,03 9329 6152,03 9329 6618,NULL,NULL,northmelbournepodiatry@gmail.com
45750,North Metro Health Service,1/311 Willington Street,Perth,WA,6000,08 9222 8501,08 9222 8500,NULL,NULL,NULL
